user_id,openness,extraversion,agreeableness,conscientiousness,neuroticism,budget_level,preferred_activity_type,travel_intensity_score
USER_000044,0.14824897771351775,0.41247992690872987,0.7649213808149187,0.6641256639796346,0.5136388112940687,0.15291842127369001,landmark,0.3851944218930517
USER_000045,0.41173746713706805,0.8273054152885522,0.28299558350935833,0.6070202560442975,0.5636120053725465,0.1919264401896046,heritage_village,0.666307046975178
USER_000046,0.5393251704548254,0.7042450933327872,0.662283443065573,0.7988416533522289,0.48922897678796257,0.18600524924877201,cultural_district,0.6292516147503918
USER_000047,0.3199619669052693,0.5672864218220006,0.8112080684496088,0.3927339402568753,0.572304129893485,0.12149821111911618,historic_fort,0.3409200188404138
USER_000048,0.6964589982602788,0.5866595561228377,0.5640007701633786,0.5852333482862877,0.6632717327662458,0.17009710615567664,cultural_district,0.5704954087939444
USER_000049,0.6970727922674722,0.3516781287426979,0.5130888136637354,0.6768444618960424,0.2109162713929241,0.43707676000903156,beach,0.5812353746197588
USER_000050,0.1939234406739955,0.6564571582982066,0.5889588906263148,0.4196054519239029,0.46115513147837556,0.20424342588033204,natural_reserve,0.36588034456013385
USER_000051,0.5896672795115494,0.8236313751302886,0.4269516352845515,0.8834918038295835,0.5239890882166354,0.11718202005063846,beach,0.5562310694617134
USER_000052,0.6113367863832901,0.2813537120000904,0.7100249473928273,0.5860470515600631,0.6830680400893328,0.10605110437295352,heritage_village,0.4791497907373045
USER_000053,0.4222403661995449,0.301368002378542,0.6667120756850352,0.7810705574448045,0.675153726178491,0.1369114641541158,natural_reserve,0.4030435496586226
USER_000054,0.27969737062888184,0.6521081277833057,0.09432202689973308,0.5133695303320076,0.28559015561196394,0.4726934798924424,beach,0.5493084849651316
USER_000055,0.7684734496241028,0.30995626673438387,0.7691472346626514,0.11745188478206191,0.15034846465831664,0.13553209595169088,historic_village,0.5464682322537062
USER_000056,0.2102880233199519,0.4760618628847874,0.6773331864881872,0.7951032531409875,0.41064524160651544,0.15308179152971715,landmark,0.4624803361732425
USER_000057,0.33495006642058367,0.48248324652163266,0.7528687445665202,0.510305446954912,0.5501142322186173,0.1075698485919875,natural_reserve,0.4319485243996214
USER_000058,0.5993590168693158,0.3250538413067248,0.5565451735979156,0.8387763452628939,0.7480208707289762,0.33275970995697784,waterfront,0.5207880476948686
USER_000059,0.6788077844681117,0.7477526489083836,0.8090426530460694,0.5276769429955463,0.19790216488126167,0.5812427600648808,cultural_district,0.6130474016551619
USER_000060,0.7901257201512977,0.6703204451226928,0.2680152591776761,0.778619980021518,0.09806061263859286,0.21432628790684416,beach,0.6855258050345147
USER_000061,0.29030466696113333,0.5974200392776249,0.9224666363410852,0.9614352947529553,0.2192448534715212,0.1650025613977599,cultural_district,0.6181927543165538
USER_000062,0.7491170867631803,0.46044981077400304,0.7440887463206701,0.5101749663234795,0.09442989820889165,0.15956660115808946,beach,0.6525425688676492
USER_000063,0.5044392958680626,0.6417653156965729,0.5466756314637331,0.5140987110710731,0.5458367424263292,0.01072885082612629,historic_site,0.5242448811532859
USER_000064,0.5002135634915037,0.09131310412739142,0.5230655314757229,0.663652139775,0.5135818142055577,0.2624680357793654,historic_site,0.42613083482759295
USER_000065,0.4289774439913693,0.23076463989145266,0.7087532017196513,0.5502342993175928,0.6203029384731915,0.17125733892330977,unesco_world_heritage_site,0.4220559761923156
USER_000066,0.7565908249239299,0.5350222831044322,0.8123940833455521,0.3487496722753896,0.22195315555497888,0.2110204448819076,beach,0.7334245860012002
USER_000067,0.16869930039329645,0.49022813877895616,0.5022451396451236,0.6047084272445075,0.6575552367298932,0.08929112381288855,unesco_world_heritage_site,0.3727644763812273
USER_000068,0.17019478824112327,0.6254048356737949,0.9122172264571382,0.5630458778848276,0.24428173628781824,0.11617472269834202,historic_village,0.40821355659987196
USER_000069,0.7950883484834409,0.5072049685280746,0.6666610381283977,0.627558926169149,0.5498074068033609,0.11378831802992832,nature_park,0.6368981559574715
USER_000070,0.6106187875953987,0.35568307486549866,0.6189835456876636,0.8537937201393915,0.8969303491772475,0.3160922457893485,cultural_center,0.550655919241445
USER_000071,0.8412260487015498,0.7770778549237632,0.2477616705184504,0.5490226950140853,0.22183908299413482,0.11669141633893233,shopping_mall,0.7919543060078058
USER_000072,0.6959094476948927,0.40968657984141044,0.9196526329587351,0.3440027844917244,0.26658046396797797,0.6283502780768807,shopping_mall,0.49144316234888397
USER_000073,0.387484578731324,0.41556674021659973,0.6765093103143892,0.9754522159098493,0.25375374883150037,0.2113923482272856,cultural_district,0.547117112551147
USER_000074,0.7306097246821639,0.8993449744185308,0.6620071342502272,0.17780523255766717,0.29783547589863213,0.05367549857846617,natural_reserve,0.6471722298298171
USER_000075,0.6518903868238308,0.17430281861267038,0.5824858313112051,0.7154213255877251,0.2576946491634089,0.14121840358464216,beach,0.4953834295697394
USER_000076,0.3378865795280868,0.42970259970058583,0.24971247222946777,0.40253187048062056,0.32611995015119466,0.09382063527623881,historic_village,0.4466108021020271
USER_000077,0.46504262183912504,0.5607251796434377,0.8356147905431107,0.7937867574400709,0.3772953038734872,0.01621524983493858,historic_fort,0.6146662523560937
USER_000078,0.2827647885660249,0.40955200008588005,0.6832875789027822,0.8018156325015752,0.5811480673695015,0.46147279671265207,museum,0.39838580947572133
USER_000079,0.8128423227225723,0.3417586429244871,0.4618593009933757,0.38332019369002446,0.6844273187499705,0.25507088827689056,cultural_center,0.5319206831425463
USER_000080,0.9196572407481756,0.4638847546087755,0.6352953537690263,0.6991232628246851,0.5986738697490719,0.2269793714309779,beach,0.6569901030631071
USER_000081,0.9120340010608811,0.36079145842179455,0.5054316687933578,0.35900075275488175,0.4474059591918374,0.1751543465670945,beach,0.7520172878824456
USER_000082,0.2288307941416894,0.735069329240235,0.6795808720608976,0.2668927254538292,0.09010248875817031,0.04821158459587541,historic_village,0.4909737282963167
USER_000083,0.5909661557890107,0.05412309706005629,0.7894897507791552,0.20921485538018159,0.8573958462407918,0.1074585970363225,historic_village,0.2957664430918875
USER_000084,0.8988904257521785,0.574683075457731,0.4956833414007666,0.6398857369840937,0.4711807315215565,0.28020800233423254,museum,0.7717184047147437
USER_000085,0.3672148613835674,0.4038344122438353,0.6301096528527746,0.7443492207197403,0.43636703587507325,0.0664200811420434,shopping_mall,0.535430498673835
USER_000086,0.6761140450897111,0.5595351158092955,0.9147872016550895,0.6925050449196578,0.7113754628238382,0.0068799421957215804,unesco_world_heritage_site,0.7063672588431692
USER_000087,0.25157476119893746,0.6303744625010012,0.5037026799228653,0.4205871031124517,0.366432004689984,0.13111548008906992,nature_park,0.5457719263493925
USER_000088,0.5980932051761079,0.25964982850838114,0.40807461075797496,0.30532237887454183,0.45497315342335437,0.13982925193508713,cultural_district,0.47322274679300846
USER_000089,0.43686933949919643,0.5571503392541095,0.5536722829904646,0.2749880746531599,0.5980423373133367,0.17143006618975573,shopping_mall,0.43352784200316863
USER_000090,0.47358308051134723,0.1502986514557679,0.26002964906626247,0.6492991681310071,0.7124746219333993,0.25951699166738385,museum,0.36354088474067753
USER_000091,0.6358166115237126,0.2010900355996999,0.927314145950897,0.9230053656325955,0.3919476705574107,0.24389663968640413,beach,0.545671635295761
USER_000092,0.5019030577582426,0.6636382406195102,0.3809452728242392,0.8219627169545854,0.49313132920167413,0.18724731083952265,shopping_mall,0.5726934651944312
USER_000093,0.7016617502696598,0.4304939571765211,0.9654044280757469,0.790573793251591,0.7722150567569308,0.3546763698186279,landmark,0.6614445123410827
USER_000094,0.585084810842511,0.8056644063714523,0.3011992149020801,0.6171656013611482,0.44375226477166807,0.041669018982324,historic_fort,0.6390288660673482
USER_000095,0.11838558165974232,0.5197109623679601,0.6668888264042276,0.9509932279773471,0.3803902846212965,0.2225228910716137,historic_site,0.48979301166977907
USER_000096,0.5564771112158046,0.398445914890986,0.6928802622146978,0.23539502326851408,0.5145933086105482,0.2420525872224951,heritage_village,0.49444438243262423
USER_000097,0.6859186131076725,0.4561679889055216,0.7336673150708648,0.6601682814019911,0.3428014087004805,0.05561225646923918,beach,0.5577135608524152
USER_000098,0.6877918909197814,0.4034121754387273,0.7646669114149244,0.8030938057209898,0.5095756983086028,0.04241052784807398,nature_park,0.5180214221044509
USER_000099,0.6847805481337312,0.3694174430104085,0.6133890332590033,0.25737077481759046,0.5605050570681025,0.0867518294319387,natural_wonder,0.4361288660011403
USER_000100,0.6467663237115081,0.2333639712371543,0.560554525465624,0.5499183960124822,0.604786898448729,0.0930619166737582,museum,0.45741719829949073
USER_000101,0.36271500623702013,0.6521030174412638,0.797896006297018,0.5445165812741976,0.2399904007983588,0.26394612391922095,waterfront,0.5450065601667256
USER_000102,0.4875430615926483,0.6072441010240631,0.7620842853595925,0.4336654495390668,0.4565589477122537,0.09671702400882233,natural_reserve,0.5022735755046733
USER_000103,0.3904354900625388,0.7654665379190502,0.5930710182050869,0.24688292342294058,0.6144363167745615,0.07896545070288913,cultural_center,0.5262097724840249
USER_000104,0.674064577452769,0.5114966349242623,0.8737840912801497,0.8981633714354569,0.5438839479465454,0.09694633186144498,waterfront,0.6207158772222099
USER_000105,0.554282819490992,0.7486434539972887,0.647401439288871,0.37943176858470046,0.4928824778943392,0.3371177742001881,historic_fort,0.5991506253674954
USER_000106,0.7233095774137626,0.4149360861618752,0.6152330743188962,0.39420801448131343,0.5617263094600738,0.1568187832041363,shopping_mall,0.5534039657892964
USER_000107,0.40576184888425065,0.459302031663626,0.8275650230469241,0.4375481041794053,0.20942201069632466,0.13594629270795594,beach,0.572885269351782
USER_000108,0.5396682090640951,0.7957964320949734,0.8258773599299226,0.5122654609326793,0.3466039703122427,0.14318661506420477,natural_reserve,0.5893174571042902
USER_000109,0.4148474145428494,0.6999497656445272,0.5179476297097171,0.661759874700802,0.27475695126323463,0.37789540496439394,natural_reserve,0.6840305176325159
USER_000110,0.8796031530051215,0.693351406022942,0.43805060079229674,0.7513902535565519,0.44907356268156506,0.08651666338966899,cultural_district,0.7198329021768922
USER_000111,0.8856111130092305,0.20412719993606246,0.7921894292692551,0.7806639840808919,0.7266373118981531,0.383741502821193,waterfront,0.5325250985522516
USER_000112,0.12486827529617976,0.56257257163834,0.8515912521463077,0.9301195803055415,0.25169176099947105,0.18091028282765004,historic_village,0.46480165564184656
USER_000113,0.28264178401236933,0.7370465065650245,0.8384676440633615,0.6529292080399294,0.4598597797643541,0.13788564690331728,beach,0.6900544084390174
USER_000114,0.24039951481547503,0.640472976101255,0.4068733612280621,0.8963958916916871,0.2886181204739458,0.8174848555600527,historic_fort,0.5590032002752594
USER_000115,0.08224546022030065,0.6866176360684745,0.6783897765515375,0.4781896854543668,0.21718432480223943,0.06615223105312225,cultural_district,0.45296118924623363
USER_000116,0.7658312655792822,0.7894592840662367,0.232679079067516,0.5699468124150318,0.4918303372980943,0.11898662209766242,historic_village,0.7308725766194812
USER_000117,0.7289723509470696,0.24163780843683072,0.377437851166134,0.540453483048022,0.21123588089920906,0.05599960630702937,cultural_center,0.5044169366103508
USER_000118,0.6959177672865311,0.3962256984185594,0.8421468749047987,0.7397488017151764,0.48678518797157694,0.30183241187997195,heritage_village,0.617928180463832
USER_000119,0.6003124764680128,0.8073551500348415,0.9488801530403599,0.3904151209083941,0.5466166465328285,0.48891555346909976,historic_fort,0.6338012617485079
USER_000120,0.5879785392179561,0.6108196700171952,0.7905977014048711,0.8027204358743351,0.2682191908588401,0.4828972759808504,unesco_world_heritage_site,0.7420066854900713
USER_000121,0.8684385622274672,0.08716603270128277,0.6491899375604961,0.5039736050205366,0.43894761550508593,0.3613727611732116,nature_park,0.5322516249526358
USER_000122,0.4612774920762419,0.1210457353995053,0.4901284243075233,0.5668684922529434,0.8270290872833969,0.1340755334316777,waterfront,0.3287446765464559
USER_000123,0.23297375373255402,0.4386534863643234,0.29072444418318605,0.40112467082086795,0.07783530613444203,0.11792460151592957,historic_site,0.3334669697527078
USER_000124,0.6590331100261343,0.5687482662037904,0.966282829712413,0.4887851439041186,0.3712464116886446,0.03500173091195609,cultural_center,0.6257457201177455
USER_000125,0.5456265623939547,0.32974619419114787,0.8395799054068557,0.48404625040159527,0.8629031544862154,0.6099952041897582,historic_site,0.4601176922728285
USER_000126,0.1680251170769776,0.4587565092329525,0.43974871486387873,0.6241153906053287,0.536424652850227,0.21708576956822104,heritage_village,0.30671986924262146
USER_000127,0.36745914023635096,0.29031383923406695,0.6964232060904467,0.20140275995854465,0.7052252617831196,0.10674890480219003,nature_park,0.3512450361877813
USER_000128,0.6026905822805648,0.5077697728097773,0.31358640799294035,0.5547816775610838,0.7267608106911676,0.3869040984242593,historic_village,0.5312866319095948
USER_000129,0.9043183987127565,0.1095910277143867,0.6560662574705534,0.674197543527601,0.6925847947792471,0.07129518267889957,historic_fort,0.60995142071835
USER_000130,0.41552841395226053,0.6622175436187665,0.8017439635797988,0.46270774233684453,0.5349307318655019,0.20783865857240444,heritage_village,0.5814953209045957
USER_000131,0.31325535682236666,0.5457090428493959,0.5917215595683101,0.8200715434902827,0.5949217109266264,0.13662574369183503,cultural_district,0.4868334586737747
USER_000132,0.7508246581381912,0.6205345366654692,0.6892270778167155,0.7014067089556081,0.27055228313094665,0.24407579463618184,nature_park,0.647289111969395
USER_000133,0.35363331884989285,0.12288498234789269,0.414121344070629,0.7829321149515474,0.38441305227549366,0.14821278801631357,cultural_center,0.3364923224358069
USER_000134,0.10303112421893607,0.3959138646849596,0.9184749435682182,0.34386651510056804,0.7675134192791688,0.044852374712269764,unesco_world_heritage_site,0.36884537476259605
USER_000135,0.6513526894251843,0.8371751161246453,0.8566367648050163,0.585617001186702,0.783024878790488,0.1641420110041853,landmark,0.6723399808028026
USER_000136,0.5620846841796776,0.45048782185877856,0.6233915632340653,0.12891644427331492,0.4421559933746095,0.3218733717755229,cultural_center,0.553579354672297
USER_000137,0.5660357467316169,0.7118112179095033,0.6119803495778185,0.39906298275555097,0.47912245605453685,0.1520230677363415,historic_fort,0.607434124276629
USER_000138,0.7322389655382124,0.5046757375147426,0.8990623338351151,0.7990899854575181,0.26625369695208934,0.26785946617718315,landmark,0.7201763341438047
USER_000139,0.6202196443754265,0.3304549305078012,0.7300196254558289,0.2811826005895061,0.5803956778136138,0.06676601548504382,historic_site,0.514799321294275
USER_000140,0.582404770536907,0.9389037162923562,0.614359654047815,0.6135877393121849,0.0863819857573964,0.15235453544723057,natural_wonder,0.6675940274054774
USER_000141,0.4506272115503183,0.6376889105665139,0.3092224151382936,0.28367706667079456,0.2608163507010325,0.09593295077273459,museum,0.5188361409831385
USER_000142,0.30471323551902035,0.8726883641117518,0.5898995019958789,0.20477691083974225,0.505907779976715,0.2627945292048027,nature_park,0.43146259210111426
USER_000143,0.11232651954507486,0.2688887435611945,0.8917837093191866,0.7586230505667018,0.4408127059962006,0.1589507479106002,museum,0.3256529859438596
USER_000144,0.635512264275899,0.18017084796852875,0.189732934312791,0.5824131349579974,0.4914415958173486,0.2528073880304558,natural_wonder,0.4879690992846751
USER_000145,0.5450295275340902,0.6463899556358209,0.22022927274816906,0.16518665151970863,0.39653700133599873,0.3302825155071083,cultural_district,0.4567978644095247
USER_000146,0.3112182967384508,0.5519208948673409,0.5277944206101565,0.17150356099985756,0.09254255166592795,0.2530740371419287,heritage_village,0.4608914533958598
USER_000147,0.14789411849290646,0.47845116776371416,0.5490407556118501,0.6041613776915256,0.7474352253224927,0.18916656409135274,nature_park,0.2711072703550571
USER_000148,0.46294360399090667,0.6623147234493371,0.8945661816161696,0.7354236360208513,0.33832556219609905,0.0696886858825004,museum,0.6622471480935684
USER_000149,0.681754853461133,0.42338542671745494,0.538492083712739,0.38054004800574986,0.44963828606191897,0.1550081665166406,museum,0.5055374930747297
USER_000150,0.6479351779442012,0.3029416622361212,0.7179864898929995,0.7259279137158825,0.7844633385098306,0.1033000362876101,waterfront,0.46504287633862695
USER_000151,0.2653595648239793,0.2579767789001284,0.7445983126717932,0.6297552398171143,0.6595378850344984,0.11987658130354004,waterfront,0.2775084769027832
USER_000152,0.38794154908730083,0.5364206964045242,0.7425061676379852,0.4971609942834659,0.8019034736996773,0.11707580767892027,natural_wonder,0.418644247068846
USER_000153,0.2738385689916113,0.2774096702340002,0.8321124800589881,0.6745741541656544,0.3613932673124043,0.07084062765218857,heritage_village,0.3040301587155617
USER_000154,0.15810622536992103,0.7884482791181512,0.7498744659072494,0.31242077706248395,0.333072763951978,0.024000912168022234,beach,0.42340658038753454
USER_000155,0.8946341455943861,0.6630935784326627,0.30014000999295387,0.526731759806217,0.7244709440979897,0.09255675641262466,cultural_center,0.7333257530949886
USER_000156,0.3567829610977888,0.704818879681985,0.5724585927493988,0.3871724426384979,0.44805073765004205,0.1787070130468064,nature_park,0.4866169906249597
USER_000157,0.7643680830359548,0.8144333372228573,0.9026757464098076,0.5219173156937568,0.27916885609571596,0.04991277800281546,historic_fort,0.6867058026508893
USER_000158,0.36247626043836084,0.6096066912848822,0.8479718302005512,0.4442145660903006,0.8374944998056341,0.157122298826773,unesco_world_heritage_site,0.4644670038322586
USER_000159,0.6406589719997156,0.3670478821510229,0.634949022066359,0.2641868391745753,0.28827816278739604,0.5596160396652177,cultural_district,0.5158204029397032
USER_000160,0.6863606176985684,0.2222525678673753,0.8731754882202961,0.6508354425630068,0.41156424211846326,0.3163941289474332,waterfront,0.6391781821525453
USER_000161,0.5472116722221894,0.5147388455416955,0.5202290537891836,0.9062321499683044,0.4196298408422321,0.47476845152396535,waterfront,0.6328256645788863
USER_000162,0.6429154408272634,0.23850241677678294,0.6946438517350415,0.6732589991430992,0.5887663962363717,0.20559411139954778,landmark,0.5208412105571624
USER_000163,0.6538891726687902,0.28619091776631783,0.542818176267458,0.6035557741923189,0.2609898560423045,0.34818410944813083,nature_park,0.5842415611533791
USER_000164,0.7052526947549964,0.21813598830979905,0.8904315840619542,0.6486111509022982,0.08053221175302687,0.08836429090523792,unesco_world_heritage_site,0.574582851649075
USER_000165,0.20805415210551434,0.6582106466987958,0.6073129687998973,0.8241930625263857,0.53229991819533,0.09438760241664883,nature_park,0.4776788118059542
USER_000166,0.25639851701392674,0.39781458733867703,0.734719476639906,0.8853883918687653,0.4905645563522694,0.002012379946727986,landmark,0.5253385751558353
USER_000167,0.9577272844558973,0.500069716285166,0.31097325852073593,0.530640816585157,0.1592255111319847,0.35248959743901953,historic_fort,0.6305551116277084
USER_000168,0.09806207514682352,0.27699665140257157,0.8670101513690369,0.4701500719913579,0.41650902577021764,0.4441724184165612,beach,0.34294321692668167
USER_000169,0.2828848151971761,0.3527327199025528,0.5272897935817921,0.6057336325942336,0.1559371491373461,0.1016465217986059,unesco_world_heritage_site,0.4150649879197375
USER_000170,0.59011360227352,0.6717419093658389,0.6067246545980959,0.3555574073641492,0.5901013956634239,0.1284656081297004,museum,0.5476532469246769
USER_000171,0.6105928866396894,0.16302116084000115,0.7792790512702332,0.27058641919762827,0.17364646677750933,0.08617593938178117,landmark,0.42768597498859545
USER_000172,0.7568838923694093,0.6674054849043554,0.9202863223628608,0.699704739901806,0.5471109650616476,0.20437528456943446,historic_site,0.7069178340445288
USER_000173,0.6586410670822217,0.7446456540996051,0.6619732690426127,0.660241671015158,0.6106778436335132,0.33852604902347927,cultural_district,0.65574077947859
USER_000174,0.7943592589134931,0.6435113719784533,0.5406168247199016,0.29722450198377026,0.4393716353429143,0.03206959125443511,museum,0.6177393488218541
USER_000175,0.2929436887832145,0.30654775635390813,0.6960816828155325,0.42926451880449235,0.8132032564344436,0.20824891380865812,unesco_world_heritage_site,0.29188235148163183
USER_000176,0.05602322509006499,0.4050169210124223,0.8287285162473346,0.5693550910309589,0.03236712130240005,0.1262560746758011,historic_site,0.2722508210539765
USER_000177,0.7754578524948671,0.2787084081904574,0.8270103091642659,0.3301845587568026,0.6847006922374439,0.16870606193072843,beach,0.48001360628548995
USER_000178,0.39371662400567525,0.4208428905878401,0.8188166343992798,0.6410228194418648,0.4988099676583047,0.21558181681891683,cultural_center,0.4453380173359867
USER_000179,0.26318741925112715,0.5684315492801173,0.5243870003432536,0.49025962781682253,0.6607234419980395,0.13503209751933232,historic_site,0.4170519360827103
USER_000180,0.8112776964552049,0.6090158765152041,0.8765667260706945,0.8111863028314044,0.7789512547282356,0.14387310906852457,waterfront,0.7929812920261403
USER_000181,0.3129990102877625,0.5869917037710328,0.8108134275795047,0.7805978803110084,0.4253735164755888,0.1324372490698976,natural_wonder,0.48559230734881154
USER_000182,0.3310097468653145,0.35995124498322556,0.767388859452319,0.834563004602467,0.429235677277979,0.30545718238111014,historic_site,0.40983305548892307
USER_000183,0.5561088701516702,0.29284219922528437,0.7286879977515007,0.4514384808397853,0.7822618870995023,0.20961164247727612,heritage_village,0.40049538656669115
USER_000184,0.6820909633163098,0.7810393972323835,0.7586506940899822,0.7587583560578529,0.3110445113544168,0.1822193421917006,natural_reserve,0.73545727985408
USER_000185,0.5014874824468347,0.6153151439773041,0.7673336876611431,0.5868542243073442,0.5776360552077904,0.05392678695767156,historic_village,0.5832525216701185
USER_000186,0.7799668155571725,0.7649972556589603,0.6954566087398619,0.6258062399732752,0.5413862134058961,0.11670777873687234,beach,0.752408308666429
USER_000187,0.22913492572519903,0.6699734197156125,0.3053992789682241,0.42295971637845253,0.7403363567608834,0.2911432023171798,historic_village,0.4387116818455674
USER_000188,0.727471363781641,0.16438375471925434,0.2769075273206983,0.5040662043312116,0.10514133630729877,0.1596731498481508,museum,0.5677063746940182
